Time,Psi_deg,Psi_err_deg,CTE_m,Surge_u,Sway_v,Yaw_Rate_r_deg,Yaw_Torque_TN,Roll_phi_deg,Roll_Rate_p_deg,Mode,Obs_MinDist_m
0.5499999999999999,30.465327728465653,-0.00021621672547850364,1.1679000133933996e-09,0.06974525273272622,-9.901639719383674e-10,3.582178580221855e-05,-0.0013277956022685123,-2.273715582142304,-5.972902836331512,GLOBAL,12.675005431745697
0.6,30.465329518144816,-0.00022638699501169402,8.273745234532769e-10,0.08252068492411195,-2.4300584571360786e-09,5.9523634220229556e-05,-0.0016239491361460562,-2.5723607239588793,-5.424890305777008,GLOBAL,12.667319437157184
0.65,30.465332491327537,-0.00023657445485771565,7.879003074431033e-10,0.09614862125449511,-5.257397526245056e-09,9.295296498982069e-05,-0.0020018324138985056,-2.84360523924773,-4.670339136352173,GLOBAL,12.659201361885458
0.7000000000000001,30.465337133253,-0.0002477666152367328,1.359051221197895e-09,0.11058256967336276,-1.0395645789562363e-08,0.00013838887508712145,-0.0024939350967343185,-3.0771221960653383,-3.7278419891160395,GLOBAL,12.650615994052675
0.7500000000000001,30.465344042720194,-0.0002601106003388678,-1.8443132759123505e-10,0.12577745814591626,-1.918370309472569e-08,0.0001982905785845201,-0.003133613088052243,-3.2635142955211403,-2.6229711106208997,GLOBAL,12.641529734782873
0.8000000000000002,30.465353941170438,-0.00027429337939110295,2.598868074194481e-09,0.1416896371164458,-3.348950092976705e-08,0.0002752894616148371,-0.003964190543568582,-3.3946628510521855,-1.3876430525987349,GLOBAL,12.631910567550204
0.8500000000000002,30.465367681491664,-0.00029113084166410133,4.1563654371476705e-09,0.15827686588682147,-5.583752308562054e-08,0.00037215370195791347,-0.00503701126220118,-3.464045003682122,-0.059250607028415614,GLOBAL,12.621728026363856
0.9000000000000002,30.465386255178867,-0.00031157518871739764,5.23228462588469e-09,0.1754982857214563,-8.954723416692484e-08,0.0004917587129655621,-0.006411903640419231,-3.467007534033543,1.3204155190544336,GLOBAL,12.610953163371326
0.9500000000000003,30.465410798113336,-0.00033672104834149536,1.2109373590926046e-08,0.19331438224997932,-1.3888073583701316e-07,0.0006370564211066855,-0.008157571715804435,-3.4009867580808213,2.706425885515301,GLOBAL,12.599558516372383
1.0000000000000002,30.46544259483541,-0.0003678099405655287,2.0136830752176278e-08,0.21168693949509132,-2.0919728723801287e-07,0.0008110437800786398,-0.01035190179679634,-3.2656654638050564,4.052116974667989,GLOBAL,12.587518076652715
1.0500000000000003,30.465483081173037,-0.000404490573939152,3.0648417611512844e-08,0.23057898761271947,-3.071120595271193e-07,0.0010167308711309564,-0.013064204711843101,-3.0630596150716567,5.310600785431574,GLOBAL,12.574807257469214
1.1000000000000003,30.46553384508789,-0.0004500212069190294,4.565361472118833e-08,0.24995474619982394,-4.406562850745663e-07,0.0012571603752163903,-0.016407647840317313,-2.7975295758000778,6.307502717997165,GLOBAL,12.561402863448222
1.1500000000000004,30.46559662819515,-0.0005037361295636694,6.91242339784603e-08,0.26977956480562815,-6.1944326132483e-07,0.0015352752320951422,-0.02046205801351859,-2.4821544399002193,7.066177762155177,GLOBAL,12.547283061094133
1.2000000000000004,30.46567331993383,-0.0005670506563918878,1.0065244821969412e-07,0.29001986207692276,-8.548168599046294e-07,0.0018540120527764732,-0.025335454388683603,-2.1288455517924603,7.60698365887339,GLOBAL,12.532427350548325
